RNA_sample,Lysate_sample,Fraction,Time,Temperature,Biorep,Strain,Treatment_group,Treatment_group_ID,Treatment,Treated,Experiment,Sequencing_date,Sample_search,FastQ_folder,UMI,gtf_file,star_index_folder,kallisto_index,sbatch_template,snakefile,kallisto_direction,R1,R2,R3,R1_path,R2_path,R3_path,sequencing_group,spike_group
HG184,L77,Sup,10min,46C,BR2,yJB042,eIF3b_deplete,tg_3,mock,FALSE,SedSeq,221019,HG184,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG184_S49_R1_001.fastq.gz,AD-JB-1s-221001-HG184_S49_R2_001.fastq.gz,AD-JB-1s-221001-HG184_S49_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG184_S49_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG184_S49_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG184_S49_R3_001.fastq.gz,B,nanoluc
HG185,L78,Sup,10min,30C,BR2,yJB042,eIF3b_deplete,tg_3,eIF3b_deplete,TRUE,SedSeq,221019,HG185,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG185_S50_R1_001.fastq.gz,AD-JB-1s-221001-HG185_S50_R2_001.fastq.gz,AD-JB-1s-221001-HG185_S50_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG185_S50_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG185_S50_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG185_S50_R3_001.fastq.gz,B,nanoluc
HG186,L79,Sup,10min,42C,BR2,yJB042,eIF3b_deplete,tg_3,eIF3b_deplete,TRUE,SedSeq,221019,HG186,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG186_S51_R1_001.fastq.gz,AD-JB-1s-221001-HG186_S51_R2_001.fastq.gz,AD-JB-1s-221001-HG186_S51_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG186_S51_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG186_S51_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG186_S51_R3_001.fastq.gz,B,nanoluc
HG187,L80,Sup,10min,46C,BR2,yJB042,eIF3b_deplete,tg_3,eIF3b_deplete,TRUE,SedSeq,221019,HG187,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG187_S52_R1_001.fastq.gz,AD-JB-1s-221001-HG187_S52_R2_001.fastq.gz,AD-JB-1s-221001-HG187_S52_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG187_S52_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG187_S52_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG187_S52_R3_001.fastq.gz,B,nanoluc
HG188,L81,Sup,30min,30C,BR1,BY4741,Azide_0.5%_pH6.8,tg_20,mock,FALSE,SedSeq,221019,HG188,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG188_S53_R1_001.fastq.gz,AD-JB-1s-221001-HG188_S53_R2_001.fastq.gz,AD-JB-1s-221001-HG188_S53_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG188_S53_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG188_S53_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG188_S53_R3_001.fastq.gz,B,nanoluc
HG189,L82,Sup,30min,30C,BR1,BY4741,Azide_0.5%_pH6.8,tg_20,Azide_0.5%_pH6.8,TRUE,SedSeq,221019,HG189,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG189_S54_R1_001.fastq.gz,AD-JB-1s-221001-HG189_S54_R2_001.fastq.gz,AD-JB-1s-221001-HG189_S54_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG189_S54_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG189_S54_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG189_S54_R3_001.fastq.gz,B,nanoluc
HG190,L83,Sup,30min,30C,BR2,BY4741,Azide_0.5%_pH6.8,tg_20,mock,FALSE,SedSeq,221019,HG190,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG190_S55_R1_001.fastq.gz,AD-JB-1s-221001-HG190_S55_R2_001.fastq.gz,AD-JB-1s-221001-HG190_S55_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG190_S55_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG190_S55_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG190_S55_R3_001.fastq.gz,B,nanoluc
HG191,L84,Sup,30min,30C,BR2,BY4741,Azide_0.5%_pH6.8,tg_20,Azide_0.5%_pH6.8,TRUE,SedSeq,221019,HG191,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG191_S56_R1_001.fastq.gz,AD-JB-1s-221001-HG191_S56_R2_001.fastq.gz,AD-JB-1s-221001-HG191_S56_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG191_S56_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG191_S56_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG191_S56_R3_001.fastq.gz,B,nanoluc
HG192,L57,Pellet,10min,30C,BR1,yHG038,eIF4E_deplete,tg_4,mock,FALSE,SedSeq,221019,HG192,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG192_S57_R1_001.fastq.gz,AD-JB-1s-221001-HG192_S57_R2_001.fastq.gz,AD-JB-1s-221001-HG192_S57_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG192_S57_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG192_S57_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG192_S57_R3_001.fastq.gz,B,nanoluc
HG193,L58,Pellet,10min,42C,BR1,yHG038,eIF4E_deplete,tg_4,mock,FALSE,SedSeq,221019,HG193,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG193_S58_R1_001.fastq.gz,AD-JB-1s-221001-HG193_S58_R2_001.fastq.gz,AD-JB-1s-221001-HG193_S58_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG193_S58_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG193_S58_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG193_S58_R3_001.fastq.gz,B,nanoluc
HG194,L59,Pellet,10min,46C,BR1,yHG038,eIF4E_deplete,tg_4,mock,FALSE,SedSeq,221019,HG194,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG194_S59_R1_001.fastq.gz,AD-JB-1s-221001-HG194_S59_R2_001.fastq.gz,AD-JB-1s-221001-HG194_S59_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG194_S59_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG194_S59_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG194_S59_R3_001.fastq.gz,B,nanoluc
HG195,L60,Pellet,10min,30C,BR1,yHG038,eIF4E_deplete,tg_4,eIF4E_deplete,TRUE,SedSeq,221019,HG195,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG195_S60_R1_001.fastq.gz,AD-JB-1s-221001-HG195_S60_R2_001.fastq.gz,AD-JB-1s-221001-HG195_S60_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG195_S60_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG195_S60_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG195_S60_R3_001.fastq.gz,B,nanoluc
HG196,L61,Pellet,10min,42C,BR1,yHG038,eIF4E_deplete,tg_4,eIF4E_deplete,TRUE,SedSeq,221019,HG196,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG196_S61_R1_001.fastq.gz,AD-JB-1s-221001-HG196_S61_R2_001.fastq.gz,AD-JB-1s-221001-HG196_S61_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG196_S61_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG196_S61_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG196_S61_R3_001.fastq.gz,B,nanoluc
HG197,L62,Pellet,10min,46C,BR1,yHG038,eIF4E_deplete,tg_4,eIF4E_deplete,TRUE,SedSeq,221019,HG197,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG197_S62_R1_001.fastq.gz,AD-JB-1s-221001-HG197_S62_R2_001.fastq.gz,AD-JB-1s-221001-HG197_S62_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG197_S62_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG197_S62_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG197_S62_R3_001.fastq.gz,B,nanoluc
HG198,L63,Pellet,10min,30C,BR2,yHG038,eIF4E_deplete,tg_4,mock,FALSE,SedSeq,221019,HG198,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG198_S63_R1_001.fastq.gz,AD-JB-1s-221001-HG198_S63_R2_001.fastq.gz,AD-JB-1s-221001-HG198_S63_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG198_S63_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG198_S63_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG198_S63_R3_001.fastq.gz,B,nanoluc
HG199,L64,Pellet,10min,42C,BR2,yHG038,eIF4E_deplete,tg_4,mock,FALSE,SedSeq,221019,HG199,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG199_S64_R1_001.fastq.gz,AD-JB-1s-221001-HG199_S64_R2_001.fastq.gz,AD-JB-1s-221001-HG199_S64_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG199_S64_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG199_S64_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG199_S64_R3_001.fastq.gz,B,nanoluc
HG200,L65,Pellet,10min,46C,BR2,yHG038,eIF4E_deplete,tg_4,mock,FALSE,SedSeq,221019,HG200,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG200_S65_R1_001.fastq.gz,AD-JB-1s-221001-HG200_S65_R2_001.fastq.gz,AD-JB-1s-221001-HG200_S65_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG200_S65_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG200_S65_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG200_S65_R3_001.fastq.gz,B,nanoluc
HG201,L66,Pellet,10min,30C,BR2,yHG038,eIF4E_deplete,tg_4,eIF4E_deplete,TRUE,SedSeq,221019,HG201,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG201_S66_R1_001.fastq.gz,AD-JB-1s-221001-HG201_S66_R2_001.fastq.gz,AD-JB-1s-221001-HG201_S66_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG201_S66_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG201_S66_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG201_S66_R3_001.fastq.gz,B,nanoluc
HG202,L67,Pellet,10min,42C,BR2,yHG038,eIF4E_deplete,tg_4,eIF4E_deplete,TRUE,SedSeq,221019,HG202,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG202_S67_R1_001.fastq.gz,AD-JB-1s-221001-HG202_S67_R2_001.fastq.gz,AD-JB-1s-221001-HG202_S67_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG202_S67_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG202_S67_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG202_S67_R3_001.fastq.gz,B,nanoluc
HG203,L68,Pellet,10min,46C,BR2,yHG038,eIF4E_deplete,tg_4,eIF4E_deplete,TRUE,SedSeq,221019,HG203,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG203_S68_R1_001.fastq.gz,AD-JB-1s-221001-HG203_S68_R2_001.fastq.gz,AD-JB-1s-221001-HG203_S68_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG203_S68_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG203_S68_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG203_S68_R3_001.fastq.gz,B,nanoluc
HG204,L69,Pellet,10min,30C,BR1,yJB042,eIF3b_deplete,tg_3,mock,FALSE,SedSeq,221019,HG204,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG204_S69_R1_001.fastq.gz,AD-JB-1s-221001-HG204_S69_R2_001.fastq.gz,AD-JB-1s-221001-HG204_S69_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG204_S69_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG204_S69_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG204_S69_R3_001.fastq.gz,B,nanoluc
HG205,L70,Pellet,10min,42C,BR1,yJB042,eIF3b_deplete,tg_3,mock,FALSE,SedSeq,221019,HG205,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001,TRUE,Scerevisiae_spike/spike_saccharomyces_cerevisiae_R64-3-1_20210421_geneid.gff3,Scerevisiae_spike/STAR_spike_saccharomyces_cerevisiae_R64-3-1_20210421,Scerevisiae_spike/spike_Scerevisiae_orf_coding_all_Scerevisiae_rna_coding.fasta.idx,sbatch_star_kallisto_paired_umi.template,Snakefile_map_STAR_kallisto_umi.smk,--rf-stranded,AD-JB-1s-221001-HG205_S70_R1_001.fastq.gz,AD-JB-1s-221001-HG205_S70_R2_001.fastq.gz,AD-JB-1s-221001-HG205_S70_R3_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG205_S70_R1_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG205_S70_R2_001.fastq.gz,221019_A00639_1372_AHKWYWDRX2-AD-JB-1s-221001/FastQ/AD-JB-1s-221001-HG205_S70_R3_001.fastq.gz,B,nanoluc
