Treatment,Bio_rep,ImageNumber,Parent_Cell,Cell_Parent_Children_stress_granule_Count,Temperature,Depletion,SG_per_cell_compressed
46C_treat,BioRep1,7,1,3,46C,eIF3b depletion,3
46C_treat,BioRep1,7,2,5,46C,eIF3b depletion,5
46C_treat,BioRep1,7,3,4,46C,eIF3b depletion,4
46C_treat,BioRep1,7,4,1,46C,eIF3b depletion,1
46C_treat,BioRep1,7,5,4,46C,eIF3b depletion,4
46C_treat,BioRep1,7,6,7,46C,eIF3b depletion,7
46C_treat,BioRep1,7,7,3,46C,eIF3b depletion,3
46C_treat,BioRep1,7,8,2,46C,eIF3b depletion,2
46C_treat,BioRep1,7,9,4,46C,eIF3b depletion,4
46C_treat,BioRep1,7,10,2,46C,eIF3b depletion,2
46C_treat,BioRep1,7,11,2,46C,eIF3b depletion,2
46C_treat,BioRep1,7,12,1,46C,eIF3b depletion,1
46C_treat,BioRep1,7,13,2,46C,eIF3b depletion,2
46C_treat,BioRep1,7,14,3,46C,eIF3b depletion,3
46C_treat,BioRep1,7,15,3,46C,eIF3b depletion,3
46C_treat,BioRep1,7,16,3,46C,eIF3b depletion,3
46C_treat,BioRep1,7,17,2,46C,eIF3b depletion,2
46C_treat,BioRep1,8,1,6,46C,eIF3b depletion,6
46C_treat,BioRep1,8,2,4,46C,eIF3b depletion,4
46C_treat,BioRep1,8,3,5,46C,eIF3b depletion,5
46C_treat,BioRep1,8,4,6,46C,eIF3b depletion,6
46C_treat,BioRep1,8,5,6,46C,eIF3b depletion,6
46C_treat,BioRep1,8,6,4,46C,eIF3b depletion,4
46C_treat,BioRep1,8,7,6,46C,eIF3b depletion,6
46C_treat,BioRep1,8,8,4,46C,eIF3b depletion,4
46C_treat,BioRep1,8,9,2,46C,eIF3b depletion,2
46C_treat,BioRep1,8,10,2,46C,eIF3b depletion,2
46C_treat,BioRep1,8,11,3,46C,eIF3b depletion,3
46C_treat,BioRep1,8,12,2,46C,eIF3b depletion,2
46C_treat,BioRep1,8,13,5,46C,eIF3b depletion,5
46C_treat,BioRep1,8,14,6,46C,eIF3b depletion,6
46C_treat,BioRep1,8,15,5,46C,eIF3b depletion,5
46C_treat,BioRep1,8,16,5,46C,eIF3b depletion,5
46C_treat,BioRep1,8,17,7,46C,eIF3b depletion,7
46C_treat,BioRep1,8,18,6,46C,eIF3b depletion,6
46C_treat,BioRep1,8,19,3,46C,eIF3b depletion,3
46C_treat,BioRep1,8,20,7,46C,eIF3b depletion,7
46C_treat,BioRep1,8,21,2,46C,eIF3b depletion,2
46C_treat,BioRep1,8,22,7,46C,eIF3b depletion,7
46C_treat,BioRep1,8,23,8,46C,eIF3b depletion,8
46C_treat,BioRep1,8,24,5,46C,eIF3b depletion,5
46C_treat,BioRep1,8,25,3,46C,eIF3b depletion,3
46C_treat,BioRep1,8,26,4,46C,eIF3b depletion,4
46C_treat,BioRep1,8,27,6,46C,eIF3b depletion,6
46C_treat,BioRep1,8,28,2,46C,eIF3b depletion,2
46C_treat,BioRep1,8,29,5,46C,eIF3b depletion,5
46C_treat,BioRep1,9,1,6,46C,eIF3b depletion,6
46C_treat,BioRep1,9,2,9,46C,eIF3b depletion,9
46C_treat,BioRep1,9,3,4,46C,eIF3b depletion,4
46C_treat,BioRep1,9,4,8,46C,eIF3b depletion,8
46C_treat,BioRep1,9,5,7,46C,eIF3b depletion,7
46C_treat,BioRep1,9,6,4,46C,eIF3b depletion,4
46C_treat,BioRep1,9,7,2,46C,eIF3b depletion,2
46C_treat,BioRep1,9,8,4,46C,eIF3b depletion,4
46C_treat,BioRep1,9,9,6,46C,eIF3b depletion,6
46C_treat,BioRep1,9,10,7,46C,eIF3b depletion,7
46C_treat,BioRep1,9,11,1,46C,eIF3b depletion,1
46C_treat,BioRep1,9,12,6,46C,eIF3b depletion,6
46C_treat,BioRep1,9,13,4,46C,eIF3b depletion,4
46C_treat,BioRep1,9,14,6,46C,eIF3b depletion,6
46C_treat,BioRep1,9,15,5,46C,eIF3b depletion,5
46C_treat,BioRep1,9,16,2,46C,eIF3b depletion,2
46C_treat,BioRep1,9,17,8,46C,eIF3b depletion,8
46C_treat,BioRep1,9,18,5,46C,eIF3b depletion,5
46C_treat,BioRep1,9,19,3,46C,eIF3b depletion,3
46C_treat,BioRep1,9,20,6,46C,eIF3b depletion,6
46C_treat,BioRep1,9,21,5,46C,eIF3b depletion,5
46C_treat,BioRep1,9,22,8,46C,eIF3b depletion,8
46C_treat,BioRep1,9,23,17,46C,eIF3b depletion,15
46C_treat,BioRep1,9,24,6,46C,eIF3b depletion,6
46C_treat,BioRep1,9,25,6,46C,eIF3b depletion,6
46C_treat,BioRep1,9,26,2,46C,eIF3b depletion,2
46C_treat,BioRep1,9,27,2,46C,eIF3b depletion,2
46C_treat,BioRep1,9,28,6,46C,eIF3b depletion,6
46C_treat,BioRep1,9,29,5,46C,eIF3b depletion,5
46C_treat,BioRep1,9,30,5,46C,eIF3b depletion,5
46C_treat,BioRep1,9,31,5,46C,eIF3b depletion,5
46C_treat,BioRep1,9,32,8,46C,eIF3b depletion,8
46C_treat,BioRep1,9,33,5,46C,eIF3b depletion,5
46C_treat,BioRep1,9,34,5,46C,eIF3b depletion,5
46C_treat,BioRep1,9,35,12,46C,eIF3b depletion,12
46C_treat,BioRep1,9,36,4,46C,eIF3b depletion,4
46C_treat,BioRep1,9,37,3,46C,eIF3b depletion,3
46C_treat,BioRep1,9,38,2,46C,eIF3b depletion,2
46C_treat,BioRep1,10,1,4,46C,eIF3b depletion,4
46C_treat,BioRep1,10,2,6,46C,eIF3b depletion,6
46C_treat,BioRep1,10,3,7,46C,eIF3b depletion,7
46C_treat,BioRep1,10,4,4,46C,eIF3b depletion,4
46C_treat,BioRep1,10,5,5,46C,eIF3b depletion,5
46C_treat,BioRep1,10,6,8,46C,eIF3b depletion,8
46C_treat,BioRep1,10,7,4,46C,eIF3b depletion,4
46C_treat,BioRep1,10,8,6,46C,eIF3b depletion,6
46C_treat,BioRep1,10,9,2,46C,eIF3b depletion,2
46C_treat,BioRep1,10,10,5,46C,eIF3b depletion,5
46C_treat,BioRep1,10,11,5,46C,eIF3b depletion,5
46C_treat,BioRep1,10,12,3,46C,eIF3b depletion,3
46C_treat,BioRep1,10,13,1,46C,eIF3b depletion,1
46C_treat,BioRep1,10,14,2,46C,eIF3b depletion,2
46C_treat,BioRep1,10,15,10,46C,eIF3b depletion,10
46C_treat,BioRep1,10,16,6,46C,eIF3b depletion,6
46C_treat,BioRep1,10,17,6,46C,eIF3b depletion,6
46C_treat,BioRep1,10,18,3,46C,eIF3b depletion,3
46C_treat,BioRep1,10,19,6,46C,eIF3b depletion,6
46C_treat,BioRep1,10,20,2,46C,eIF3b depletion,2
46C_treat,BioRep1,10,21,7,46C,eIF3b depletion,7
46C_treat,BioRep1,10,22,4,46C,eIF3b depletion,4
46C_treat,BioRep1,10,23,5,46C,eIF3b depletion,5
46C_treat,BioRep1,10,24,4,46C,eIF3b depletion,4
46C_treat,BioRep1,10,25,5,46C,eIF3b depletion,5
46C_treat,BioRep1,10,26,9,46C,eIF3b depletion,9
46C_treat,BioRep1,10,27,5,46C,eIF3b depletion,5
46C_treat,BioRep1,10,28,8,46C,eIF3b depletion,8
46C_treat,BioRep1,10,29,7,46C,eIF3b depletion,7
46C_treat,BioRep1,10,30,8,46C,eIF3b depletion,8
46C_treat,BioRep1,10,31,2,46C,eIF3b depletion,2
46C_treat,BioRep1,10,32,6,46C,eIF3b depletion,6
46C_treat,BioRep1,10,33,10,46C,eIF3b depletion,10
46C_treat,BioRep1,10,34,11,46C,eIF3b depletion,11
46C_treat,BioRep1,10,35,4,46C,eIF3b depletion,4
46C_treat,BioRep1,10,36,4,46C,eIF3b depletion,4
46C_treat,BioRep1,11,1,4,46C,eIF3b depletion,4
46C_treat,BioRep1,11,2,2,46C,eIF3b depletion,2
46C_treat,BioRep1,11,3,4,46C,eIF3b depletion,4
46C_treat,BioRep1,11,4,7,46C,eIF3b depletion,7
46C_treat,BioRep1,11,5,4,46C,eIF3b depletion,4
46C_treat,BioRep1,11,6,1,46C,eIF3b depletion,1
46C_treat,BioRep1,11,7,13,46C,eIF3b depletion,13
46C_treat,BioRep1,11,8,1,46C,eIF3b depletion,1
46C_treat,BioRep1,11,9,1,46C,eIF3b depletion,1
46C_treat,BioRep1,11,10,3,46C,eIF3b depletion,3
46C_treat,BioRep1,11,11,4,46C,eIF3b depletion,4
46C_treat,BioRep1,11,12,6,46C,eIF3b depletion,6
46C_treat,BioRep1,11,13,9,46C,eIF3b depletion,9
46C_treat,BioRep1,11,14,9,46C,eIF3b depletion,9
46C_treat,BioRep1,11,15,2,46C,eIF3b depletion,2
46C_treat,BioRep1,11,16,10,46C,eIF3b depletion,10
46C_treat,BioRep1,11,17,7,46C,eIF3b depletion,7
46C_treat,BioRep1,11,18,3,46C,eIF3b depletion,3
46C_treat,BioRep1,11,19,7,46C,eIF3b depletion,7
46C_treat,BioRep1,11,20,7,46C,eIF3b depletion,7
46C_treat,BioRep1,11,21,11,46C,eIF3b depletion,11
46C_treat,BioRep1,11,22,7,46C,eIF3b depletion,7
46C_treat,BioRep1,11,23,3,46C,eIF3b depletion,3
46C_treat,BioRep1,11,24,7,46C,eIF3b depletion,7
46C_treat,BioRep1,11,25,4,46C,eIF3b depletion,4
46C_treat,BioRep1,11,26,7,46C,eIF3b depletion,7
46C_treat,BioRep1,11,27,8,46C,eIF3b depletion,8
46C_treat,BioRep1,11,28,9,46C,eIF3b depletion,9
46C_treat,BioRep1,11,29,7,46C,eIF3b depletion,7
46C_treat,BioRep1,11,30,4,46C,eIF3b depletion,4
46C_treat,BioRep1,11,31,1,46C,eIF3b depletion,1
46C_treat,BioRep1,11,32,4,46C,eIF3b depletion,4
46C_treat,BioRep1,11,33,5,46C,eIF3b depletion,5
46C_treat,BioRep1,12,1,4,46C,eIF3b depletion,4
46C_treat,BioRep1,12,2,5,46C,eIF3b depletion,5
46C_treat,BioRep1,12,3,4,46C,eIF3b depletion,4
46C_treat,BioRep1,12,4,3,46C,eIF3b depletion,3
46C_treat,BioRep1,12,5,6,46C,eIF3b depletion,6
46C_treat,BioRep1,12,6,5,46C,eIF3b depletion,5
46C_treat,BioRep1,12,7,7,46C,eIF3b depletion,7
46C_treat,BioRep1,12,8,3,46C,eIF3b depletion,3
46C_treat,BioRep1,12,9,5,46C,eIF3b depletion,5
46C_treat,BioRep1,12,10,3,46C,eIF3b depletion,3
46C_treat,BioRep1,12,11,5,46C,eIF3b depletion,5
46C_treat,BioRep1,12,12,13,46C,eIF3b depletion,13
46C_treat,BioRep1,12,13,6,46C,eIF3b depletion,6
46C_treat,BioRep1,12,14,9,46C,eIF3b depletion,9
46C_treat,BioRep1,12,15,5,46C,eIF3b depletion,5
46C_treat,BioRep1,12,16,3,46C,eIF3b depletion,3
46C_treat,BioRep1,12,17,7,46C,eIF3b depletion,7
46C_treat,BioRep1,12,18,7,46C,eIF3b depletion,7
46C_treat,BioRep1,12,19,4,46C,eIF3b depletion,4
46C_treat,BioRep1,12,20,9,46C,eIF3b depletion,9
46C_treat,BioRep1,12,21,6,46C,eIF3b depletion,6
46C_treat,BioRep1,12,22,6,46C,eIF3b depletion,6
46C_treat,BioRep1,12,23,7,46C,eIF3b depletion,7
46C_treat,BioRep1,12,24,5,46C,eIF3b depletion,5
46C_treat,BioRep1,12,25,4,46C,eIF3b depletion,4
46C_treat,BioRep1,12,26,4,46C,eIF3b depletion,4
46C_treat,BioRep1,12,27,3,46C,eIF3b depletion,3
46C_treat,BioRep1,12,28,3,46C,eIF3b depletion,3
46C_treat,BioRep1,12,29,5,46C,eIF3b depletion,5
46C_treat,BioRep1,12,30,4,46C,eIF3b depletion,4
46C_treat,BioRep1,12,31,7,46C,eIF3b depletion,7
46C_treat,BioRep1,12,32,8,46C,eIF3b depletion,8
46C_treat,BioRep1,12,33,8,46C,eIF3b depletion,8
46C_treat,BioRep1,12,34,6,46C,eIF3b depletion,6
46C_treat,BioRep1,12,35,2,46C,eIF3b depletion,2
46C_treat,BioRep1,12,36,6,46C,eIF3b depletion,6
46C_treat,BioRep1,12,37,8,46C,eIF3b depletion,8
46C_treat,BioRep1,12,38,6,46C,eIF3b depletion,6
46C_treat,BioRep1,12,39,5,46C,eIF3b depletion,5
46C_treat,BioRep1,12,40,6,46C,eIF3b depletion,6
46C_treat,BioRep1,12,41,6,46C,eIF3b depletion,6
46C_treat,BioRep1,12,42,9,46C,eIF3b depletion,9
46C_treat,BioRep1,12,43,5,46C,eIF3b depletion,5
46C_treat,BioRep1,12,44,10,46C,eIF3b depletion,10
46C_treat,BioRep1,12,45,4,46C,eIF3b depletion,4
46C_treat,BioRep1,12,46,9,46C,eIF3b depletion,9
46C_treat,BioRep1,12,47,5,46C,eIF3b depletion,5
46C_treat,BioRep1,12,48,2,46C,eIF3b depletion,2
46C_treat,BioRep1,12,49,6,46C,eIF3b depletion,6
46C_treat,BioRep1,12,50,4,46C,eIF3b depletion,4
46C_treat,BioRep1,12,51,4,46C,eIF3b depletion,4
46C_treat,BioRep1,12,52,3,46C,eIF3b depletion,3
46C_treat,BioRep1,12,53,5,46C,eIF3b depletion,5
46C_treat,BioRep1,12,54,4,46C,eIF3b depletion,4
46C_treat,BioRep1,12,55,4,46C,eIF3b depletion,4
46C_treat,BioRep1,12,56,5,46C,eIF3b depletion,5
46C_treat,BioRep1,12,57,4,46C,eIF3b depletion,4
46C_treat,BioRep1,13,1,6,46C,eIF3b depletion,6
46C_treat,BioRep1,13,2,1,46C,eIF3b depletion,1
46C_treat,BioRep1,13,3,4,46C,eIF3b depletion,4
46C_treat,BioRep1,13,4,5,46C,eIF3b depletion,5
46C_treat,BioRep1,13,5,2,46C,eIF3b depletion,2
46C_treat,BioRep1,13,6,4,46C,eIF3b depletion,4
46C_treat,BioRep1,13,7,5,46C,eIF3b depletion,5
46C_treat,BioRep1,13,8,6,46C,eIF3b depletion,6
46C_treat,BioRep1,13,9,4,46C,eIF3b depletion,4
46C_treat,BioRep1,13,10,9,46C,eIF3b depletion,9
46C_treat,BioRep1,13,11,1,46C,eIF3b depletion,1
46C_treat,BioRep1,13,12,5,46C,eIF3b depletion,5
46C_treat,BioRep1,13,13,4,46C,eIF3b depletion,4
46C_treat,BioRep1,13,14,1,46C,eIF3b depletion,1
46C_treat,BioRep1,13,15,9,46C,eIF3b depletion,9
46C_treat,BioRep1,13,16,5,46C,eIF3b depletion,5
46C_treat,BioRep1,13,17,8,46C,eIF3b depletion,8
46C_treat,BioRep1,13,18,9,46C,eIF3b depletion,9
46C_treat,BioRep1,13,19,7,46C,eIF3b depletion,7
46C_treat,BioRep1,13,20,3,46C,eIF3b depletion,3
46C_treat,BioRep1,13,21,6,46C,eIF3b depletion,6
46C_treat,BioRep1,13,22,4,46C,eIF3b depletion,4
46C_treat,BioRep1,13,23,7,46C,eIF3b depletion,7
46C_treat,BioRep1,13,24,2,46C,eIF3b depletion,2
46C_treat,BioRep1,13,25,2,46C,eIF3b depletion,2
46C_treat,BioRep1,13,26,4,46C,eIF3b depletion,4
46C_treat,BioRep1,13,27,4,46C,eIF3b depletion,4
46C_treat,BioRep1,13,28,6,46C,eIF3b depletion,6
46C_treat,BioRep1,13,29,4,46C,eIF3b depletion,4
46C_treat,BioRep1,14,1,3,46C,eIF3b depletion,3
46C_treat,BioRep1,14,2,1,46C,eIF3b depletion,1
46C_treat,BioRep1,14,3,3,46C,eIF3b depletion,3
46C_treat,BioRep1,14,4,5,46C,eIF3b depletion,5
46C_treat,BioRep1,14,5,2,46C,eIF3b depletion,2
46C_treat,BioRep1,14,6,4,46C,eIF3b depletion,4
46C_treat,BioRep1,14,7,2,46C,eIF3b depletion,2
46C_treat,BioRep1,14,8,4,46C,eIF3b depletion,4
46C_treat,BioRep1,14,9,2,46C,eIF3b depletion,2
46C_treat,BioRep1,14,10,5,46C,eIF3b depletion,5
46C_treat,BioRep1,14,11,6,46C,eIF3b depletion,6
46C_treat,BioRep1,14,12,2,46C,eIF3b depletion,2
46C_treat,BioRep1,14,13,4,46C,eIF3b depletion,4
46C_treat,BioRep1,14,14,4,46C,eIF3b depletion,4
46C_treat,BioRep1,14,15,3,46C,eIF3b depletion,3
46C_treat,BioRep1,14,16,2,46C,eIF3b depletion,2
46C_treat,BioRep1,14,17,2,46C,eIF3b depletion,2
46C_treat,BioRep1,14,18,8,46C,eIF3b depletion,8
46C_treat,BioRep1,14,19,8,46C,eIF3b depletion,8
46C_treat,BioRep1,14,20,5,46C,eIF3b depletion,5
46C_treat,BioRep1,14,21,3,46C,eIF3b depletion,3
46C_treat,BioRep1,14,22,4,46C,eIF3b depletion,4
46C_treat,BioRep1,14,23,7,46C,eIF3b depletion,7
46C_treat,BioRep1,14,24,2,46C,eIF3b depletion,2
46C_treat,BioRep1,14,25,6,46C,eIF3b depletion,6
46C_treat,BioRep1,14,26,3,46C,eIF3b depletion,3
46C_treat,BioRep1,14,27,2,46C,eIF3b depletion,2
46C_treat,BioRep1,14,28,4,46C,eIF3b depletion,4
46C_treat,BioRep1,15,1,3,46C,eIF3b depletion,3
46C_treat,BioRep1,15,2,4,46C,eIF3b depletion,4
46C_treat,BioRep1,15,3,3,46C,eIF3b depletion,3
46C_treat,BioRep1,15,4,3,46C,eIF3b depletion,3
46C_treat,BioRep1,15,5,3,46C,eIF3b depletion,3
46C_treat,BioRep1,15,6,6,46C,eIF3b depletion,6
46C_treat,BioRep1,15,7,3,46C,eIF3b depletion,3
46C_treat,BioRep1,15,8,4,46C,eIF3b depletion,4
46C_treat,BioRep1,15,9,5,46C,eIF3b depletion,5
46C_treat,BioRep1,15,10,2,46C,eIF3b depletion,2
46C_treat,BioRep1,15,11,4,46C,eIF3b depletion,4
46C_treat,BioRep1,15,12,4,46C,eIF3b depletion,4
46C_treat,BioRep1,15,13,3,46C,eIF3b depletion,3
46C_treat,BioRep1,15,14,2,46C,eIF3b depletion,2
46C_treat,BioRep1,15,15,5,46C,eIF3b depletion,5
46C_treat,BioRep1,15,16,4,46C,eIF3b depletion,4
46C_treat,BioRep1,15,17,4,46C,eIF3b depletion,4
46C_treat,BioRep1,15,18,3,46C,eIF3b depletion,3
46C_treat,BioRep1,15,19,2,46C,eIF3b depletion,2
46C_treat,BioRep1,15,20,2,46C,eIF3b depletion,2
46C_treat,BioRep1,15,21,6,46C,eIF3b depletion,6
46C_treat,BioRep1,15,22,3,46C,eIF3b depletion,3
46C_treat,BioRep1,15,23,6,46C,eIF3b depletion,6
46C_treat,BioRep1,15,24,5,46C,eIF3b depletion,5
46C_treat,BioRep1,15,25,7,46C,eIF3b depletion,7
46C_treat,BioRep1,15,26,4,46C,eIF3b depletion,4
46C_treat,BioRep1,15,27,3,46C,eIF3b depletion,3
46C_treat,BioRep1,15,28,6,46C,eIF3b depletion,6
46C_treat,BioRep1,15,29,4,46C,eIF3b depletion,4
46C_treat,BioRep1,15,30,1,46C,eIF3b depletion,1
46C_treat,BioRep1,15,31,5,46C,eIF3b depletion,5
46C_treat,BioRep1,15,32,8,46C,eIF3b depletion,8
46C_treat,BioRep1,15,33,6,46C,eIF3b depletion,6
46C_treat,BioRep1,15,34,6,46C,eIF3b depletion,6
46C_treat,BioRep1,15,35,3,46C,eIF3b depletion,3
46C_treat,BioRep1,15,36,4,46C,eIF3b depletion,4
46C_treat,BioRep1,15,37,5,46C,eIF3b depletion,5
46C_treat,BioRep1,15,38,2,46C,eIF3b depletion,2
46C_treat,BioRep1,15,39,4,46C,eIF3b depletion,4
46C_treat,BioRep1,15,40,6,46C,eIF3b depletion,6
46C_treat,BioRep1,15,41,3,46C,eIF3b depletion,3
46C_treat,BioRep1,15,42,4,46C,eIF3b depletion,4
46C_treat,BioRep1,15,43,4,46C,eIF3b depletion,4
46C_treat,BioRep1,15,44,4,46C,eIF3b depletion,4
46C_treat,BioRep1,15,45,4,46C,eIF3b depletion,4
46C_treat,BioRep1,15,46,5,46C,eIF3b depletion,5
46C_treat,BioRep1,15,47,8,46C,eIF3b depletion,8
46C_treat,BioRep1,15,48,4,46C,eIF3b depletion,4
46C_treat,BioRep1,15,49,7,46C,eIF3b depletion,7
46C_treat,BioRep1,15,50,5,46C,eIF3b depletion,5
46C_treat,BioRep1,15,51,6,46C,eIF3b depletion,6
46C_treat,BioRep1,16,1,2,46C,eIF3b depletion,2
46C_treat,BioRep1,16,2,2,46C,eIF3b depletion,2
46C_treat,BioRep1,16,3,4,46C,eIF3b depletion,4
46C_treat,BioRep1,16,4,3,46C,eIF3b depletion,3
46C_treat,BioRep1,16,5,4,46C,eIF3b depletion,4
46C_treat,BioRep1,16,6,11,46C,eIF3b depletion,11
46C_treat,BioRep1,16,7,3,46C,eIF3b depletion,3
46C_treat,BioRep1,16,8,8,46C,eIF3b depletion,8
46C_treat,BioRep1,16,9,4,46C,eIF3b depletion,4
46C_treat,BioRep1,16,10,6,46C,eIF3b depletion,6
46C_treat,BioRep1,16,11,4,46C,eIF3b depletion,4
46C_treat,BioRep1,16,12,3,46C,eIF3b depletion,3
46C_treat,BioRep1,16,13,5,46C,eIF3b depletion,5
46C_treat,BioRep1,16,14,3,46C,eIF3b depletion,3
46C_treat,BioRep1,16,15,2,46C,eIF3b depletion,2
46C_treat,BioRep1,16,16,10,46C,eIF3b depletion,10
46C_treat,BioRep1,16,17,3,46C,eIF3b depletion,3
46C_treat,BioRep1,16,18,4,46C,eIF3b depletion,4
46C_treat,BioRep1,16,19,5,46C,eIF3b depletion,5
46C_treat,BioRep1,16,20,7,46C,eIF3b depletion,7
46C_treat,BioRep1,16,21,1,46C,eIF3b depletion,1
46C_treat,BioRep1,16,22,4,46C,eIF3b depletion,4
46C_treat,BioRep1,16,23,2,46C,eIF3b depletion,2
46C_treat,BioRep1,16,24,5,46C,eIF3b depletion,5
46C_treat,BioRep1,16,25,4,46C,eIF3b depletion,4
46C_treat,BioRep1,17,1,3,46C,eIF3b depletion,3
46C_treat,BioRep1,17,2,3,46C,eIF3b depletion,3
46C_treat,BioRep1,17,3,10,46C,eIF3b depletion,10
46C_treat,BioRep1,17,4,6,46C,eIF3b depletion,6
46C_treat,BioRep1,17,5,3,46C,eIF3b depletion,3
46C_treat,BioRep1,17,6,1,46C,eIF3b depletion,1
46C_treat,BioRep1,17,7,6,46C,eIF3b depletion,6
46C_treat,BioRep1,17,8,3,46C,eIF3b depletion,3
46C_treat,BioRep1,17,9,5,46C,eIF3b depletion,5
46C_treat,BioRep1,17,10,9,46C,eIF3b depletion,9
46C_treat,BioRep1,17,11,5,46C,eIF3b depletion,5
46C_treat,BioRep1,17,12,2,46C,eIF3b depletion,2
46C_treat,BioRep1,17,13,1,46C,eIF3b depletion,1
46C_treat,BioRep1,17,14,1,46C,eIF3b depletion,1
46C_treat,BioRep1,17,15,1,46C,eIF3b depletion,1
46C_treat,BioRep1,17,16,7,46C,eIF3b depletion,7
46C_treat,BioRep1,17,17,6,46C,eIF3b depletion,6
46C_treat,BioRep1,17,18,5,46C,eIF3b depletion,5
46C_treat,BioRep1,17,19,2,46C,eIF3b depletion,2
46C_treat,BioRep1,17,20,3,46C,eIF3b depletion,3
46C_treat,BioRep1,17,21,2,46C,eIF3b depletion,2
46C_treat,BioRep1,17,22,6,46C,eIF3b depletion,6
46C_treat,BioRep1,17,23,4,46C,eIF3b depletion,4
46C_treat,BioRep1,17,24,2,46C,eIF3b depletion,2
46C_treat,BioRep1,17,25,2,46C,eIF3b depletion,2
46C_treat,BioRep1,17,26,3,46C,eIF3b depletion,3
46C_treat,BioRep1,17,27,8,46C,eIF3b depletion,8
46C_treat,BioRep1,17,28,3,46C,eIF3b depletion,3
46C_treat,BioRep1,17,29,2,46C,eIF3b depletion,2
46C_treat,BioRep1,17,30,4,46C,eIF3b depletion,4
46C_treat,BioRep1,17,31,8,46C,eIF3b depletion,8
46C_treat,BioRep1,17,32,6,46C,eIF3b depletion,6
42C_treat,BioRep1,1,1,0,42C,eIF3b depletion,0
42C_treat,BioRep1,1,2,0,42C,eIF3b depletion,0
42C_treat,BioRep1,1,3,0,42C,eIF3b depletion,0
42C_treat,BioRep1,1,4,0,42C,eIF3b depletion,0
42C_treat,BioRep1,1,5,0,42C,eIF3b depletion,0
42C_treat,BioRep1,1,6,0,42C,eIF3b depletion,0
42C_treat,BioRep1,1,7,0,42C,eIF3b depletion,0
42C_treat,BioRep1,1,8,6,42C,eIF3b depletion,6
42C_treat,BioRep1,1,9,0,42C,eIF3b depletion,0
42C_treat,BioRep1,1,10,0,42C,eIF3b depletion,0
42C_treat,BioRep1,1,11,0,42C,eIF3b depletion,0
42C_treat,BioRep1,1,12,0,42C,eIF3b depletion,0
42C_treat,BioRep1,1,13,1,42C,eIF3b depletion,1
42C_treat,BioRep1,1,14,0,42C,eIF3b depletion,0
42C_treat,BioRep1,1,15,1,42C,eIF3b depletion,1
42C_treat,BioRep1,1,16,0,42C,eIF3b depletion,0
42C_treat,BioRep1,1,17,1,42C,eIF3b depletion,1
42C_treat,BioRep1,1,18,0,42C,eIF3b depletion,0
42C_treat,BioRep1,1,19,1,42C,eIF3b depletion,1
42C_treat,BioRep1,1,20,0,42C,eIF3b depletion,0
42C_treat,BioRep1,1,21,0,42C,eIF3b depletion,0
42C_treat,BioRep1,1,22,0,42C,eIF3b depletion,0
42C_treat,BioRep1,1,23,0,42C,eIF3b depletion,0
42C_treat,BioRep1,1,24,1,42C,eIF3b depletion,1
42C_treat,BioRep1,1,25,0,42C,eIF3b depletion,0
42C_treat,BioRep1,1,26,0,42C,eIF3b depletion,0
42C_treat,BioRep1,1,27,0,42C,eIF3b depletion,0
42C_treat,BioRep1,1,28,0,42C,eIF3b depletion,0
42C_treat,BioRep1,1,29,0,42C,eIF3b depletion,0
42C_treat,BioRep1,1,30,0,42C,eIF3b depletion,0
42C_treat,BioRep1,2,1,0,42C,eIF3b depletion,0
42C_treat,BioRep1,2,2,2,42C,eIF3b depletion,2
42C_treat,BioRep1,2,3,0,42C,eIF3b depletion,0
42C_treat,BioRep1,2,4,0,42C,eIF3b depletion,0
42C_treat,BioRep1,2,5,0,42C,eIF3b depletion,0
42C_treat,BioRep1,2,6,0,42C,eIF3b depletion,0
42C_treat,BioRep1,2,7,1,42C,eIF3b depletion,1
42C_treat,BioRep1,2,8,0,42C,eIF3b depletion,0
42C_treat,BioRep1,2,9,1,42C,eIF3b depletion,1
42C_treat,BioRep1,2,10,0,42C,eIF3b depletion,0
42C_treat,BioRep1,2,11,0,42C,eIF3b depletion,0
42C_treat,BioRep1,2,12,0,42C,eIF3b depletion,0
42C_treat,BioRep1,2,13,0,42C,eIF3b depletion,0
42C_treat,BioRep1,2,14,0,42C,eIF3b depletion,0
42C_treat,BioRep1,2,15,0,42C,eIF3b depletion,0
42C_treat,BioRep1,2,16,0,42C,eIF3b depletion,0
42C_treat,BioRep1,2,17,1,42C,eIF3b depletion,1
42C_treat,BioRep1,2,18,0,42C,eIF3b depletion,0
42C_treat,BioRep1,2,19,0,42C,eIF3b depletion,0
42C_treat,BioRep1,2,20,0,42C,eIF3b depletion,0
42C_treat,BioRep1,2,21,0,42C,eIF3b depletion,0
42C_treat,BioRep1,2,22,0,42C,eIF3b depletion,0
42C_treat,BioRep1,2,23,0,42C,eIF3b depletion,0
42C_treat,BioRep1,2,24,0,42C,eIF3b depletion,0
42C_treat,BioRep1,2,25,0,42C,eIF3b depletion,0
42C_treat,BioRep1,2,26,0,42C,eIF3b depletion,0
42C_treat,BioRep1,2,27,0,42C,eIF3b depletion,0
42C_treat,BioRep1,2,28,0,42C,eIF3b depletion,0
42C_treat,BioRep1,2,29,0,42C,eIF3b depletion,0
42C_treat,BioRep1,2,30,1,42C,eIF3b depletion,1
