# Run started 2022-06-16 10:21:15.533919
# Command: /home/jabard89/Dropbox/code_JB/repos/rnaseq_tools/scripts/analysis/count_reads_from_bam_transcriptome_single.py sgd_20210422_orf_coding_all.fasta Weinberg.2016_mrna_30C.control_BY4741_ribozero_BR1_transcriptome_Aligned.out.bam Weinberg.2016_mrna_30C.control_BY4741_ribozero_BR1_transcriptome_dist.tsv.gz Weinberg.2016_mrna_30C.control_BY4741_ribozero_BR1_transcriptome_counts.tsv -f 0 -b 0 -m 100
# Parameters:
#	invert_strands: False
#	in_fasta: sgd_20210422_orf_coding_all.fasta
#	in_bam: Weinberg.2016_mrna_30C.control_BY4741_ribozero_BR1_transcriptome_Aligned.out.bam
#	out_dist: Weinberg.2016_mrna_30C.control_BY4741_ribozero_BR1_transcriptome_dist.tsv.gz
#	out_counts: Weinberg.2016_mrna_30C.control_BY4741_ribozero_BR1_transcriptome_counts.tsv
#	trim_front: 0
#	trim_back: 0
#	min_length: 100
Count	CDS_length	Eff_length	ORF	TPM
56	795	795	YIL093C	4.607276458078982
38	1902	1902	YIL092W	1.306761884093492
190	2166	2166	YIL091C	5.737444837363393
95	1476	1476	YIL090W	4.209791842049157
13	618	618	YIL089W	1.375872694008503
149	1473	1473	YIL088C	6.616173659704995
7	474	474	YIL087C	0.9659242574295333
4	309	309	YIL086C	0.8466908886206174
149	1554	1554	YIL085C	6.27131518709489
34	984	984	YIL084C	2.2599935152053368
72	1098	1098	YIL083C	4.288975157110995
0	873	873	YIL082W	0.0
10	4497	4497	YIL082W-A	0.14544556625737756
92	1083	1083	YIL079C	5.556262368815076
4562	2205	2205	YIL078W	135.32251526883923
19	963	963	YIL077C	1.2904782469085265
219	891	891	YIL076W	16.07643634226874
1456	2838	2838	YIL075C	33.556167860638666
195	1410	1410	YIL074C	9.045631115928243
36	2928	2928	YIL073C	0.8041828419583117
10	1818	1818	YIL072W	0.3597737686795527
4	477	477	YIL071W-A	0.5484852926284501
23	1335	1335	YIL071C	1.1268599523271023
76	801	801	YIL070C	6.2058953896275195
205	408	408	YIL069C	32.86374653166238
2	384	384	YIL068W-A	0.34066078721845144
193	2418	2418	YIL068C	5.220647696925946
90	2037	2037	YIL067C	2.889847031484949
8	444	444	YIL066W-A	1.1785021828097781
19	2610	2610	YIL066C	0.4761419738593528
77	468	468	YIL065C	10.761386919311082
122	774	774	YIL064W	10.309610180626624
186	984	984	YIL063C	12.363493936123312
103	465	465	YIL062C	14.487973608671174
23	903	903	YIL061C	1.6659557434736232
0	435	435	YIL060W	0.0
5	366	366	YIL059C	0.8935364910647907
9	285	285	YIL058W	2.0654801414508217
4	495	495	YIL057C	0.5285403728965066
48	1923	1923	YIL056W	1.6326208086350749
21	1884	1884	YIL055C	0.7290574809261128
3	318	318	YIL054W	0.6170459542070065
990	753	753	YIL053W	85.99309752255412
506	366	366	YIL052C	90.42589289575683
240	438	438	YIL051C	35.839381449831606
61	858	858	YIL050W	4.650138857695226
26	762	762	YIL049W	2.2317305115413517
248	3456	3456	YIL048W	4.693548623898665
10	369	369	YIL047C-A	1.7725439334943816
423	2709	2709	YIL047C	10.213033036077428
2	165	165	YIL046W-A	0.7928105593447597
131	1923	1923	YIL046W	4.455694290233224
43	1617	1617	YIL045W	1.7393292883584015
55	897	897	YIL044C	4.010454752538291
760	855	855	YIL043C	58.13944101861572
18	1185	1185	YIL042C	0.9935220933560912
338	981	981	YIL041W	22.535700761802882
40	417	417	YIL040W	6.274040397692343
252	1422	1422	YIL039W	11.5910910891544
291	2511	2511	YIL038C	7.580007767211995
17	1971	1971	YIL037C	0.5641384117103123
122	1764	1764	YIL036W	4.523604467009642
171	1119	1119	YIL035C	9.995151890934942
159	864	864	YIL034C	12.036681148385284
93	1251	1251	YIL033C	4.862381308211566
4	357	357	YIL032C	0.7328500968733074
109	3105	3105	YIL031W	2.2960866199380843
8	339	339	YIL030W-A	1.5435249827951074
493	3960	3960	YIL030C	8.142825119936804
12	372	372	YIL029W-A	2.109899069223957
11	429	429	YIL029C	1.6770992601523766
7	399	399	YIL028W	1.1474889674726785
139	426	426	YIL027C	21.341678613347494
196	3453	3453	YIL026C	3.712640238808215
0	375	375	YIL025C	0.0
13	570	570	YIL024C	1.4917356577144822
106	1041	1041	YIL023C	6.660065649827017
98	1296	1296	YIL022W	4.945889947764184
114	957	957	YIL021W	7.7914141176985
0	270	270	YIL021C-A	0.0
48	339	339	YIL020C-A	9.261149896770645
51	786	786	YIL020C	4.243957288095517
70	1041	1041	YIL019W	4.3981565612065205
2701	765	765	YIL018W	230.93327969306037
112	2766	2766	YIL017C	2.648434406487918
51	480	480	YIL016W	6.94948005925641
338	1764	1764	YIL015W	12.532609097125071
29	315	315	YIL014C-A	6.021584962642342
226	1893	1893	YIL014W	7.808744257254646
85	4236	4236	YIL013C	1.312460823277887
1	342	342	YIL012W	0.19124816124544639
5	810	810	YIL011W	0.40374611818483136
45	648	648	YIL010W	4.542143829579353
20	546	546	YIL009C-A	2.395856085931966
276	2085	2085	YIL009W	8.658175748815435
67	300	300	YIL008W	14.607534555927199
22	663	663	YIL007C	2.1703637484324867
8	1122	1122	YIL006W	0.46635915255574095
130	2106	2106	YIL005W	4.037461181848314
57	429	429	YIL004C	8.690423438971406
52	882	882	YIL003W	3.856187414500022
51	210	210	YIL002W-A	15.884525849728938
150	2841	2841	YIL002C	3.453372288592538
33	1542	1542	YIL001W	1.3997579428120028
24	753	753	YIR001C	2.084681152061918
194	2982	2982	YIR002C	4.25517538642283
76	2040	2040	YIR003W	2.436726572103747
164	1299	1299	YIR004W	8.257680421812626
37	447	447	YIR005W	5.413991571364383
801	4443	4443	YIR006C	11.791785682624372
49	2295	2295	YIR007W	1.3964865734863579
90	1230	1230	YIR008C	4.78586862043483
11	336	336	YIR009W	2.141296376801695
69	1731	1731	YIR010W	2.607206302177958
70	960	960	YIR011C	4.769251021058321
304	1296	1296	YIR012W	15.342352491023592
2	366	366	YIR013C	0.3574145964259163
10	729	729	YIR014W	0.8972135959662919
14	435	435	YIR015W	2.1050487265360864
54	798	798	YIR016W	4.426028874537474
1	564	564	YIR017C	0.11596962969138773
0	600	600	YIR017W-A	0.0
46	738	738	YIR018W	4.076851047037078
80	138	138	YIR018C-A	37.91702675127111
22	4104	4104	YIR019C	0.3506216289499851
3	303	303	YIR020C	0.6475927836231948
1	243	243	YIR020W-A	0.2691640787898876
0	735	735	YIR020C-B	0.0
14	1092	1092	YIR021W	0.8385496300761882
3	213	213	YIR021W-A	0.9212235372667984
39	504	504	YIR022W	5.061245981531278
111	2913	2913	YIR023W	2.492331856230566
2	324	324	YIR023C-A	0.40374611818483136
18	651	651	YIR024C	1.8084849164776777
19	1107	1107	YIR025W	1.122611157879775
95	1095	1095	YIR026C	5.674568729556671
9	1383	1383	YIR027C	0.42564124389984387
11	1908	1908	YIR028W	0.37708363868205946
12	1032	1032	YIR029W	0.7605450133249149
20	735	735	YIR030C	1.779778806692318
3	384	384	YIR030W-A	0.5109911808276771
41	1665	1665	YIR031C	1.6106196498400298
19	588	588	YIR032C	2.1134873329471273
459	3342	3342	YIR033W	8.983169915017264
54	1122	1122	YIR034C	3.1479242797512517
116	765	765	YIR035C	9.917904644352094
39	792	792	YIR036C	3.2207928973380864
1	402	402	YIR036W-A	0.16270365956702157
53	492	492	YIR037W	7.045862135640167
57	705	705	YIR038C	5.288215113927281
9	1614	1614	YIR039C	0.3647223298100893
0	333	333	YIR040C	0.0
0	375	375	YIR041W	0.0
2	711	711	YIR042C	0.18398557284372064
1	1137	1137	YIR043C	0.057525832142429796
0	5277	5277	YJL225C	0.0
0	483	483	YJL225W-A	0.0
0	363	363	YJL223C	0.0
0	138	138	YJL222W-B	0.0
0	228	228	YJL222W-A	0.0
1	4650	4650	YJL222W	0.014065993794826382
0	1770	1770	YJL221C	0.0
0	453	453	YJL220W	0.0
2	1704	1704	YJL219W	0.07676862810556653
15	591	591	YJL218W	1.6600728717244335
164	597	597	YJL217W	17.96771669670787
19	1746	1746	YJL216C	0.7117586207175893
2	360	360	YJL215C	0.3633715063663482
13	1710	1710	YJL214W	0.4972452192381608
53	996	996	YJL213W	3.480486115195745
281	2400	2400	YJL212C	7.65805449667079
22	444	444	YJL211C	3.2408810027268897
53	816	816	YJL210W	4.248240405312454
85	1965	1965	YJL209W	2.829304858730345
72	990	990	YJL208C	4.756863356068559
584	6045	6045	YJL207C	6.3188772124450825
30	2277	2277	YJL206C	0.8617506079834345
6	162	162	YJL205C	2.422476709108988
108	2523	2523	YJL204C	2.7998185032745977
19	843	843	YJL203W	1.474176217998708
2	348	348	YJL202C	0.3759015583100154
120	1800	1800	YJL201W	4.360458076396179
322	2370	2370	YJL200C	8.886503168351705
9	327	327	YJL199C	1.8001891141085142
179	2646	2646	YJL198W	4.424727866637846
294	3765	3765	YJL197W	5.1074688225516995
0	282	282	YJL197C-A	0.0
286	933	933	YJL196C	20.049694692111046
0	702	702	YJL195C	0.0
70	1542	1542	YJL194W	2.9691835150557635
72	1209	1209	YJL193W	3.895198281644229
152	705	705	YJL192C	14.101906970472747
148	417	417	YJL191W	23.213949471461675
2650	393	393	YJL190C	441.0386985667891
248	156	156	YJL189W	103.98015412944734
699	309	309	YJL188C	147.95923278645284
132	2460	2460	YJL187C	3.5096369883188756
522	1761	1761	YJL186W	19.388067426565634
14	882	882	YJL185C	1.038204303903852
45	372	372	YJL184W	7.9121215095898405
347	1269	1269	YJL183W	17.88509400129402
2	318	318	YJL182C	0.4113639694713376
80	1836	1836	YJL181W	2.849972598951751
53	978	978	YJL180C	3.5445441418557895
67	330	330	YJL179W	13.279576869024726
138	816	816	YJL178C	11.061456149681483
647	555	555	YJL177W	76.24909122779263
204	2478	2478	YJL176C	5.3845850338064185
6	513	513	YJL175W	0.7649926449817857
110	831	831	YJL174W	8.657949249162089
120	369	369	YJL173C	21.270527201932577
416	1731	1731	YJL172W	15.718809010232325
244	1191	1191	YJL171C	13.399896355675914
15	630	630	YJL170C	1.557306455855778
15	369	369	YJL169W	2.658815900241572
150	2202	2202	YJL168C	4.455508933647322
492	1059	1059	YJL167W	30.387328237775073
128	285	285	YJL166W	29.375717567300576
151	2568	2568	YJL165C	3.845964775326069
116	1194	1194	YJL164C	6.354436392738149
25	1668	1668	YJL163C	0.9803188121394287
49	1752	1752	YJL162C	1.8293017615018214
2	543	543	YJL161W	0.24090928598873917
6	864	864	YJL160C	0.4542143829579353
628	1242	1242	YJL159W	33.07207333305314
451	684	684	YJL158C	43.126460360848164
360	2493	2493	YJL157C	9.44503554454046
11	222	222	YJL156W-A	3.2408810027268897
115	2100	2100	YJL156C	3.58180484846829
75	1359	1359	YJL155C	3.6096507254935255
352	2835	2835	YJL154C	8.121064777203465
10	1602	1602	YJL153C	0.40828259142286316
19	360	360	YJL152W	3.452029310480308
36	402	402	YJL151C	5.857331744412777
1	303	303	YJL150W	0.21586426120773164
44	1992	1992	YJL149W	1.4447300855529508
178	702	702	YJL148W	16.58464823928461
23	1149	1149	YJL147C	1.3092759237220903
60	1410	1410	YJL146W	2.783271112593306
157	885	885	YJL145W	11.603252847359322
4	315	315	YJL144W	0.8305634431230816
34	477	477	YJL143W	4.6621249873418265
13	393	393	YJL142C	2.1635860684408517
89	2424	2424	YJL141C	2.4014899059360144
202	666	666	YJL140W	19.838120077297926
61	1287	1287	YJL139C	3.100092571796817
107	1188	1188	YJL138C	5.891022906242313
27	1143	1143	YJL137C	1.5450442002978586
316	264	264	YJL136C	78.29004273529503
9	318	318	YJL135W	1.8511378626210193
119	1230	1230	YJL134W	6.327981842574943
4	225	225	YJL133C-A	1.1627888203723145
52	945	945	YJL133W	3.599108253533354
50	2253	2253	YJL132W	1.4515506246325496
42	1071	1071	YJL131C	2.564975339056576
3702	6645	6645	YJL130C	36.438861848349106
267	3708	3708	YJL129C	4.709718067952183
169	2007	2007	YJL128C	5.507603997839717
17	117	117	YJL127W-A	9.503562474196798
40	159	159	YJL127C-B	16.454558778853503
82	1923	1923	YJL127C	2.7890605480849193
64	924	924	YJL126W	4.530346053398627
69	1152	1152	YJL125C	3.917599053012192
78	519	519	YJL124C	9.829934391875778
263	1437	1437	YJL123C	11.970777391359029
78	528	528	YJL122W	9.66237869201426
158	717	717	YJL121C	14.413229624907872
12	324	324	YJL120W	2.422476709108988
0	324	324	YJL119C	0.0
19	660	660	YJL118W	1.8829250784438043
343	936	936	YJL117W	23.968543593011045
13	1014	1014	YJL116C	0.8385496300761883
56	840	840	YJL115W	4.360458076396179
1971	681	681	YJL114W	189.30534952812485
10	4647	4647	YJL113W	0.14075074488044473
148	2145	2145	YJL112W	4.51292164550094
532	1653	1653	YJL111W	21.050487265360864
89	1656	1656	YJL110C	3.5152243550657607
1507	5310	5310	YJL109C	18.56274102013854
12	1152	1152	YJL108C	0.681321574436903
24	1164	1164	YJL107C	1.348595281359643
10	1938	1938	YJL106W	0.3374967551390231
26	1683	1683	YJL105W	1.010444830537439
65	450	450	YJL104W	9.447659165525053
28	1857	1857	YJL103C	0.9862102272947739
57	2460	2460	YJL102W	1.5155250631376962
188	2037	2037	YJL101C	6.036569354657449
59	1824	1824	YJL100W	2.1156827837777508
77	2241	2241	YJL099W	2.247357910860145
300	3177	3177	YJL098W	6.1762862271900545
55	654	654	YJL097W	5.5005778486649035
105	486	486	YJL096W	14.1311141364691
153	4437	4437	YJL095W	2.2554093498600922
138	2622	2622	YJL094C	3.4424669024180363
144	2076	2076	YJL093C	4.53689279625036
213	3525	3525	YJL092W	3.952244979882494
176	1473	1473	YJL091C	7.81507761146362
79	2295	2295	YJL090C	2.2514783531718834
8	2490	2490	YJL089W	0.21014255789861097
5	1017	1017	YJL088W	0.3215677047489808
188	2484	2484	YJL087C	4.950278492527063
17	369	369	YJL086C	3.013324686940449
95	1872	1872	YJL085W	3.3192589523849114
72	3141	3141	YJL084C	1.4992979059241875
38	1815	1815	YJL083W	1.3694000570500395
128	2196	2196	YJL082W	3.8124223618764406
166	1470	1470	YJL081C	7.386082047773119
1542	3669	3669	YJL080C	27.489069312358577
37	900	900	YJL079C	2.6889491471109763
224	2646	2646	YJL078C	5.537089620820544
7	396	396	YJL077C	1.1561820657111077
544	3570	3570	YJL076W	9.96676131747698
20	417	417	YJL075C	3.1370201988461717
287	3693	3693	YJL074C	5.083068513101963
117	1938	1938	YJL073W	3.9487120351265705
59	642	642	YJL072C	6.010911834284452
53	1725	1725	YJL071W	2.0096024178173693
58	2667	2667	YJL070C	1.4224216447186635
176	1785	1785	YJL069C	6.449080852485104
65	900	900	YJL068C	4.7238295827625265
2	351	351	YJL067W	0.3726887244783059
8	759	759	YJL066C	0.6894004863867477
6	504	504	YJL065C	0.778653227927889
1	396	396	YJL064W	0.16516886653015828
48	717	717	YJL063C	4.378702670858088
20	258	258	YJL062W-A	5.070300088832766
128	2493	2493	YJL062W	3.358234860281052
218	2142	2142	YJL061W	6.656721713265875
84	1335	1335	YJL060W	4.115488521542462
30	1227	1227	YJL059W	1.5991900035682807
46	1632	1632	YJL058C	1.8435760249469137
91	2004	2004	YJL057C	2.9700724921560795
61	2643	2643	YJL056C	1.5095796972767703
143	738	738	YJL055W	12.673689124484829
279	1437	1437	YJL054W	12.699037612886576
50	1140	1140	YJL053W	2.8687224186816964
0	120	120	YJL052C-A	0.0
173	999	999	YJL052W	11.326715423671757
106	2469	2469	YJL051W	2.8080714222235414
717	3222	3222	YJL050W	14.555160338808474
66	1353	1353	YJL049W	3.190579080289887
22	1191	1191	YJL048C	1.2081873763314348
46	135	135	YJL047C-A	22.28678572380269
92	2529	2529	YJL047C	2.379372141331248
57	1230	1230	YJL046W	3.0310501262753924
11	1905	1905	YJL045W	0.377677471183921
155	1377	1377	YJL044C	7.3624292139586895
3	774	774	YJL043W	0.25351500444163827
327	4197	4197	YJL042W	5.096032133600967
399	2472	2472	YJL041W	10.557177017488321
798	5052	5052	YJL039C	10.331489147755795
4	660	660	YJL038C	0.3964052796723799
2	675	675	YJL037W	0.19379813672871904
58	1272	1272	YJL036W	2.9823887786671976
32	753	753	YJL035C	2.7795748694158906
1752	2049	2049	YJL034W	55.9262265728119
237	2313	2313	YJL033W	6.701871362554438
2	315	315	YJL032W	0.4152817215615408
64	984	984	YJL031C	4.254105440386517
52	591	591	YJL030W	5.754919288644704
151	2469	2469	YJL029C	4.000177214676932
0	336	336	YJL028W	0.0
3	417	417	YJL027C	0.4705530298269258
372	1200	1200	YJL026W	20.27613005524223
0	222	222	YJL026C-A	0.0
27	1545	1545	YJL025W	1.143032699637833
39	585	585	YJL024C	4.360458076396179
19	1044	1044	YJL023C	1.1903549346483822
0	309	309	YJL022W	0.0
307	3474	3474	YJL020C	5.7800545313196325
0	258	258	YJL020W-A	0.0
93	2049	2049	YJL019W	2.9686866845156996
96	1686	1686	YJL016W	3.724234655996736
7	285	285	YJL015C	1.60648455446175
421	1605	1605	YJL014W	17.1565686931102
66	1548	1548	YJL013C	2.788665048858021
1202	2166	2166	YJL012C	36.29688786584631
125	486	486	YJL011C	16.822754924367977
163	2001	2001	YJL010C	5.3279960003941325
103	327	327	YJL009W	20.602164305908552
543	1707	1707	YJL008C	20.806052157145213
204439	315	315	YJL007C	42449.889937159925
39	972	972	YJL006C	2.624349768201404
508	6081	6081	YJL005W	5.464017520496444
103	612	612	YJL004C	11.008019163451138
25	357	357	YJL003W	4.580313105458171
491	1431	1431	YJL002C	22.44218989004742
200	648	648	YJL001W	20.18730590924157
359	1809	1809	YJR001W	12.980136396569055
301	1782	1782	YJR002W	11.047961961239476
132	1560	1560	YJR003C	5.534427558502842
42	1953	1953	YJR004C	1.4065993794826384
188	2103	2103	YJR005W	5.847119246522692
2	282	282	YJR005C-A	0.4638785187655509
80	1464	1464	YJR006W	3.574145964259163
273	915	915	YJR007W	19.51483696485503
31	1017	1017	YJR008W	1.9937197694436808
1211	999	999	YJR009C	79.2870079657023
55	1536	1536	YJR010W	2.342042912126854
52	285	285	YJR010C-A	11.933885261715858
41	786	786	YJR011C	3.411808800233651
28	399	399	YJR012C	4.589955869890714
111	1212	1212	YJR013W	5.990233248514552
124	597	597	YJR014W	13.58534677068156
302	1533	1533	YJR015W	12.885110949820412
2062	1758	1758	YJR016C	76.71727434751638
35	513	513	YJR017C	4.462457095727083
6	363	363	YJR018W	1.0811053081973998
21	1050	1050	YJR019C	1.3081374229188536
1	333	333	YJR020W	0.1964170304682963
12	945	945	YJR021C	0.8305634431230817
0	330	330	YJR022W	0.0
12	402	402	YJR023C	1.952443914804259
288	735	735	YJR024C	25.628814816369374
127	534	534	YJR025C	15.555566733211085
0	1323	1323	YJR026W	0.0
19	5268	5268	YJR027W	0.23590177520366573
0	1323	1323	YJR028W	0.0
3	5268	5268	YJR029W	0.03724764871636827
92	2238	2238	YJR030C	2.688754309842148
347	4227	4227	YJR031C	5.369336240274924
122	1182	1182	YJR032W	6.750963011679363
177	4074	4074	YJR033C	2.8416829142935334
15	327	327	YJR034W	3.000315190180857
86	3258	3258	YJR035W	1.726516549585964
36	2679	2679	YJR036C	0.8789277197663071
1	384	384	YJR037W	0.17033039360922572
2	363	363	YJR038C	0.36036843606579994
58	3366	3366	YJR039W	1.127034618676374
176	2340	2340	YJR040W	4.919491163113638
234	3525	3525	YJR041C	4.341902935645558
346	2235	2235	YJR042W	10.125627479416632
43	1053	1053	YJR043C	2.6709358587611924
42	423	423	YJR044C	6.494299262717713
2422	1965	1965	YJR045C	80.61854550405761
176	1815	1815	YJR046W	6.342484474758078
24	474	474	YJR047C	3.311740311186971
37	330	330	YJR048W	7.333497673939027
226	1593	1593	YJR049C	9.279317563705614
48	708	708	YJR050W	4.434364145487639
127	1506	1506	YJR051W	5.515718881497158
44	1698	1698	YJR052W	1.6948776975391506
47	1725	1725	YJR053W	1.7821002573097426
132	1494	1494	YJR054W	5.778920342211803
17	495	495	YJR055W	2.246296584810153
19	711	711	YJR056C	1.7478629420153458
45	651	651	YJR057W	4.521212291194194
64	444	444	YJR058C	9.428017462478225
259	2457	2457	YJR059W	6.894741402848659
162	1056	1056	YJR060W	10.034008641707116
76	2808	2808	YJR061W	1.770271441271953
92	1374	1374	YJR062C	4.37949937803983
25	378	378	YJR063W	4.32585126626605
1601	1689	1689	YJR064W	61.99905311110374
300	1350	1350	YJR065C	14.534860254653928
569	7413	7413	YJR066W	5.02043837610163
38	426	426	YJR067C	5.834415736023057
141	1062	1062	YJR068W	8.683963118246627
78	594	594	YJR069C	8.58878105956823
191	978	978	YJR070C	12.773734548951996
26	369	369	YJR071W	4.608614227085392
231	1158	1158	YJR072C	13.047484658646598
62	621	621	YJR073C	6.53015460716336
87	657	657	YJR074W	8.661183850375972
282	1191	1191	YJR075W	15.48676546024839
148	1248	1248	YJR076C	7.756584078204741
191	936	936	YJR077C	13.346914945379329
10	1362	1362	YJR078W	0.4802266603960549
24	330	330	YJR079W	4.756863356068558
83	1185	1185	YJR080C	4.581240763808644
24	342	342	YJR082C	4.589955869890714
31	930	930	YJR083C	2.180229038198089
55	1272	1272	YJR084W	2.828127290115446
301	318	318	YJR085C	61.91027740543631
76	333	333	YJR086W	14.927694315590522
43	351	351	YJR087W	8.012807576283578
176	879	879	YJR088C	13.09625633866429
90	2865	2865	YJR089W	2.0546661092966287
265	3456	3456	YJR090C	5.015283811827202
278	3276	3276	YJR091C	5.550399932409056
381	4344	4344	YJR092W	5.7366523726068515
28	984	984	YJR093C	1.8611711301691007
19	1083	1083	YJR094C	1.1474889674726787
1921	279	279	YJR094W-A	450.34623466435795
2	969	969	YJR095W	0.13499870205560927
48	849	849	YJR096W	3.6979149764490566
19	519	519	YJR097W	2.394471198021023
34	1971	1971	YJR098C	1.1282768234206246
36	711	711	YJR099W	3.311740311186971
92	984	984	YJR100C	6.115276570555617
76	801	801	YJR101W	6.2058953896275195
22	609	609	YJR102C	2.3628097950915254
131	1737	1737	YJR103W	4.932815267771151
614	465	465	YJR104C	86.36520190023397
1578	1023	1023	YJR105W	100.89153731016378
52	2178	2178	YJR106W	1.5615965562851328
33	987	987	YJR107W	2.1868558741804542
39	237	237	YJR107C-A	10.763156011357658
3	372	372	YJR108W	0.5274747673059893
515	3357	3357	YJR109C	10.034119344700768
108	2067	2067	YJR110W	3.417485284838804
11	852	852	YJR111C	0.8444549091612319
27	606	606	YJR112W	2.914167526304377
35	330	330	YJR112W-A	6.9370923942666485
54	744	744	YJR113C	4.747272905753904
12	393	393	YJR114W	1.9971563708684785
9	510	510	YJR115W	1.1542389025754594
18	840	840	YJR116W	1.4015758102702003
133	1362	1362	YJR117W	6.387014583267531
63	612	612	YJR118C	6.733060265023512
32	2187	2187	YJR119C	0.9570278356973783
46	351	351	YJR120W	8.571840663001035
832	1536	1536	YJR121W	35.42872187071895
49	1494	1494	YJR122W	2.145205278548321
4024	678	678	YJR123W	388.19653317296945
106	1347	1347	YJR124C	5.147088597973219
135	1227	1227	YJR125C	7.196355016057263
235	2436	2436	YJR126C	6.309776157346687
127	4143	4143	YJR127C	2.004989774447193
3	360	360	YJR128W	0.5450572595495223
38	1020	1020	YJR129C	2.436726572103747
103	1920	1920	YJR130C	3.50880610835005
179	1650	1650	YJR131W	7.0956545061356
313	3147	3147	YJR132W	6.505354518169704
47	630	630	YJR133W	4.879560228348105
147	2124	2124	YJR134C	4.526746731851965
29	720	720	YJR135C	2.6344434211560244
76	264	264	YJR135W-A	18.829250784438045
58	1266	1266	YJR136C	2.9965233226419237
451	4329	4329	YJR137C	6.814160057015512
194	4755	4755	YJR138W	2.6685453212014467
1262	1080	1080	YJR139C	76.42914017238857
299	4947	4947	YJR140C	3.9532351875150313
0	150	150	YJR140W-A	0.0
78	1044	1044	YJR141W	4.8867202580302
65	1029	1029	YJR142W	4.131629372678595
936	2289	2289	YJR143C	26.745666838183638
150	810	810	YJR144W	12.11238354554494
1397	786	786	YJR145C	116.2511437543027
23	354	354	YJR146W	4.249598972758988
123	1077	1077	YJR147W	7.469865506918245
678	1131	1131	YJR148W	39.20942408218315
33	1215	1215	YJR149W	1.776482920013258
5	897	897	YJR150C	0.36458679568529917
21	3486	3486	YJR151C	0.39401729605989566
33	1632	1632	YJR152W	1.3225654092010468
13	1086	1086	YJR153W	0.7829551794634022
8	1041	1041	YJR154W	0.5026464641378882
16	867	867	YJR155W	1.207047218379565
0	1023	1023	YJR156C	0.0
3	363	363	YJR157W	0.5405526540986999
0	1704	1704	YJR158W	0.0
0	1074	1074	YJR159W	0.0
0	1809	1809	YJR160C	0.0
1	1152	1152	YJR161C	0.056776797869741914
0	351	351	YJR162C	0.0
0	348	348	YKL225W	0.0
0	372	372	YKL224C	0.0
0	333	333	YKL223W	0.0
24	2118	2118	YKL222C	0.7411543472628066
8	1422	1422	YKL221W	0.36797114568744127
28	2136	2136	YKL220C	0.8573934419880126
67	1224	1224	YKL219W	3.580278077433137
47	981	981	YKL218C	3.1336625319666727
25	1851	1851	YKL217W	0.883399124067297
416	945	945	YKL216W	28.792866028266833
383	3861	3861	YKL215C	6.488171885235961
44	612	612	YKL214C	4.702454788270389
250	2148	2148	YKL213C	7.612531557954222
400	1872	1872	YKL212W	13.975827167936469
165	1455	1455	YKL211C	7.417274047478036
1944	3075	3075	YKL210W	41.34990488055693
1039	3873	3873	YKL209C	17.546537340726683
44	816	816	YKL208W	3.5268410912027917
254	762	762	YKL207W	21.802290381980892
65	804	804	YKL206C	5.287868935928201
435	3303	3303	YKL205W	8.613983938384822
55	1899	1899	YKL204W	1.8943538246586873
497	7425	7425	YKL203C	4.378076088826062
1	582	582	YKL202W	0.11238294011330359
103	3537	3537	YKL201C	1.9046954277727157
73	1989	1989	YKL198C	2.4005538429632054
153	3132	3132	YKL197C	3.195163245635131
494	603	603	YKL196C	53.58373855073911
308	1212	1212	YKL195W	16.621548112995335
53	1389	1389	YKL194C	2.4957265448055885
66	1017	1017	YKL193C	4.244693702686546
41	378	378	YKL192C	7.094396076676323
217	1605	1605	YKL191W	8.843171986710008
121	528	528	YKL190W	14.989074637611864
33	1200	1200	YKL189W	1.7986889565134236
28	2562	2562	YKL188C	0.7148291928518328
26	2253	2253	YKL187C	0.7548063248089257
63	555	555	YKL186C	7.424563751701601
127	1767	1767	YKL185W	4.701003189323555
252	1401	1401	YKL184W	11.764833353874058
9	213	213	YKL183C-A	2.763670611800395
56	921	921	YKL183W	3.976965020817362
8922	6156	6156	YKL182W	94.79533859065963
343	1284	1284	YKL181W	17.472396264064127
927	555	555	YKL180W	109.24715234646641
312	2040	2040	YKL179C	10.003403822320646
4	1413	1413	YKL178C	0.18515745547329845
0	339	339	YKL177W	0.0
334	2487	2487	YKL176C	8.784034966925958
124	1512	1512	YKL175W	5.364055570169903
131	1857	1857	YKL174C	4.614054991986263
158	3027	3027	YKL173W	3.4140355603101895
510	1284	1284	YKL172W	25.979364707500597
89	2787	2787	YKL171W	2.0887016619981695
4	417	417	YKL170W	0.6274040397692344
1	384	384	YKL169C	0.17033039360922572
56	2175	2175	YKL168C	1.6840389812288692
22	414	414	YKL167C	3.4757274521998527
175	1197	1197	YKL166C	9.562408062272324
10	234	234	YKL165C-A	2.795165433587294
283	2760	2760	YKL165C	6.70657410663108
317	1026	1026	YKL164C	20.208555704935506
5	978	978	YKL163W	0.33439095677884806
0	153	153	YKL162C-A	0.0
16	1209	1209	YKL162C	0.865599618143162
19	1302	1302	YKL161C	0.9544781503632188
128	438	438	YKL160W	19.114336773243522
20	636	636	YKL159C	2.056819847356688
938	2859	2859	YKL157W	21.459127364426106
132	249	249	YKL156W	34.67352205327082
0	117	117	YKL156C-A	0.0
94	1887	1887	YKL155C	3.258211917179975
174	735	735	YKL154W	15.484075618223166
149	510	510	YKL153W	19.109066275971486
5429	744	744	YKL152C	477.2767519507027
116	1014	1014	YKL151C	7.482442852987526
